channel_name,video_id,video_title,published_datetime,duration,view_count,like_count,dislike_count,comment_count,description,thumbnail_url
@ThisIsTechToday,TJqTr8_w588,Apple iPhone 16 Pro Max: In-Depth Camera Review (Shot in South Korea),2024-10-21T12:18:59Z,PT15M12S,2591,107,0,28,"The Apple iPhone 16 Pro Max is Apple's most powerful smartphone yet, with the most capable camera in iPhone history. I wanted to test the iPhone 16 Pro Max by using it as my only camera on a trip to South Korea. This iPhone 16 Pro Max camera review and VLOG was filmed on the iPhone 16 Pro Max.

Purchase the @SoundcoreAudio  soundcore AeroFit 2: https://myte.ch/0Wb7H
▶  On Amazon: https://myte.ch/bH89N (sponsored)

LINKS TO BUY
▶ Apple iPhone 16 Pro Max: https://howl.link/4of43978pazu2
▶ Kondor Blue Stalman Clamp: https://geni.us/ZPb68E0
▶ Kondor Blue Angelbird MagSafe SD Card Reader: https://geni.us/rHsQAF
▶  LUTs from my friend @EvanSchneider https://lutcompany.com/
*Most of these links are affiliate links

WATCH MORE
▶ 

CHANNEL MEMBERSHIP
Gain access to exclusive content like custom EQ for earbuds and headphones, BTS, extra content, and more ▶ https://www.youtube.com/thisistechtoday/join

FOLLOW
▶ Discord - https://myte.ch/discord
▶ Twitter - https://twitter.com/thisistechtoday
▶ Instagram - https://instagram.com/thisistechtoday
▶ TikTok - https://tiktok.com/@thisistechtoday
▶ Facebook - https://facebook.com/thisistechtoday
▶ Website - http://www.thisistechtoday.com

MY TECH
▶ The Mic I use in the STUDIO: https://myte.ch/studiomic
▶ The ON-CAMERA mic I use while on the go: https://myte.ch/oncammic
▶ Where I got my Wood Slat Walls:  https://myte.ch/slatwalls
▶ The Music I use - https://myte.ch/musicbed
▶ The #1 tool I use as a YouTuber - https://www.tubebuddy.com/thisistechtoday
▶ My Amazon Storefront - https://myte.ch/amazon
▶ This video is proudly edited using Blackmagic Davinci Resolve (FREE): https://myte.ch/davinciresolve

BUSINESS & SPONSORSHIPS ▶ business -at- ricebowlmedia.com

WANT TO SEND ME SOMETHING?
This is Tech Today
4261 E University Dr #30-200
Prosper TX, 75078
 
CHAPTERS
0:00 Intro
0:16 What Rig I’m using to Film this video with
0:30 Cats
0:46 The Flight Experience to South Korea
1:00 A buggy issue with Photographic Styles
1:11 24 Hours Later
1:29 The Next Day
1:43 Why am I in South Korea?
1:57 What this video will be focusing on and what app I’m using
2:30 I’m using the iPhone mic for the whole video
2:36 The notable benefit of the new Ultra-Wide lens
2:55 The first day and what we learned
3:23 Low Light Video Test (Ultra-Wide)
3:42 Food and a neat observation about South Korea
4:00 An option for earbuds that don’t go in your ears (not filmed on iPhone)
4:53 Comparing the optical video quality between the Ultra-Wide and Main lens
5:22 Apparently, LG has EV Chargers
5:53 A notable benefit of using the native camera app when filming in Apple Log over third-party apps
6:17 Photo Samples
6:23 Food!
6:40 Are the Lens Flares Better?
6:48 Video and photo Tests - Cultural Day at a Traditional Market
7:48 A rare opportunity at an LG Innovation Gallery and my thoughts on using the iPhone as my only camera
8:42 Another thing I noticed in South Korea
8:53 More thoughts and tips on using the iPhone as a main camera
9:24 Do professions use a “real camera” or a smartphone?
9:38 Cultural Day at a Market and LG Museum
9:42 Food! Live squid!
10:59 More Food
11:08 Audio Mix and Mic Tests
11:25 I still love action mode
11:47 A difference between stabilization on the Kino app and the Stock app 
11:53 Cultural Day City Tour at the Temple
12:26 iPhone 16 Pro Max 120 FPS Montage 
13:09 The pains of 4K 120 FPS
13:22 Overheating issues persist
13:30 More photos
13:40 Things I hope Apple changes soon
13:52 Another observation about South Korea
14:14 My thoughts on Photographic Styles and my preferred style
14:35 Food!
14:46 Disclosures and where I’m heading to next 👀

DISCLOSURES
As an Amazon Associate, I earn from qualifying purchases. I utilize affiliate links and may receive a commission from them. At times, I may receive items for review from various brands. Despite that, I promise to always provide an honest and unbiased review because you deserve the best.

All sponsorships will be clearly stated because transparency, integrity, and trust are essential to me. It is also a part of FTC law. We would never accept payment from a company to make harmful content about another company. You're just upset you didn't hear what you wanted to hear.

Any discussion, comments, opinions, etc., regarding anything financial or business-related should not be construed as financial advice.

Please find out more about our ethics policy and what investments: *coming soon.*",https://i.ytimg.com/vi/TJqTr8_w588/hqdefault.jpg
@ThisIsTechToday,ThmKbekcisg,AUDIO ENGINEER Reviews the Nothing Ear (Open) Headphones,2024-09-28T14:00:32Z,PT6M32S,48608,983,0,107,"The Nothing Ear (open) is an outer-ear open-ear earbud designed for those who don't like having earbuds in their ears. It helps you be more aware and matches the design of more fitness wearable earbuds. In this review of Nothing Ear (open), I share my thoughts from an audio engineer's perspective regarding its sound, microphone quality, fit, and more.

In-scene Media brought to you by Audible

LINKS TO BUY
▶ Purchase the Nothing Ear (Open): https://geni.us/mIvd42r
▶ Purchase the Nothing Ear (2024): https://geni.us/DBIY5
▶ Purchase the Nothing Ear (a): https://geni.us/Uvbv
*Most of these links are affiliate links

WATCH MORE
▶ Nothing Ear (2024) vs. Ear (a) vs. Ear (2): https://youtu.be/iXnveSlOAFM
▶ Nothing Ear (2024) & Ear (a) Reviewed by an Audiophile and Audio Engineer: https://youtu.be/I6FQrWE2NfI
▶ Playlist of all of my Audio Videos: https://www.youtube.com/playlist?list=PLCwuVhejHgtjQmUvHCCpsoxiKHwddyZKs

CHANNEL MEMBERSHIP
Gain access to exclusive content like custom EQ for earbuds and headphones, BTS, extra content, and more ▶ https://www.youtube.com/thisistechtoday/join

FOLLOW
▶ Discord - https://myte.ch/discord
▶ Twitter - https://twitter.com/thisistechtoday
▶ Instagram - https://instagram.com/thisistechtoday
▶ TikTok - https://tiktok.com/@thisistechtoday
▶ Facebook - https://facebook.com/thisistechtoday
▶ Website - http://www.thisistechtoday.com

MY TECH
▶ The Mic I use in the STUDIO: https://myte.ch/studiomic
▶ The ON-CAMERA mic I use while on the go: https://myte.ch/oncammic
▶ Where I got my Wood Slat Walls:  https://myte.ch/slatwalls
▶ The Music I use - https://myte.ch/musicbed
▶ The #1 tool I use as a YouTuber - https://www.tubebuddy.com/thisistechtoday
▶ My Amazon Storefront - https://myte.ch/amazon
▶ This video is proudly edited using Blackmagic Davinci Resolve (FREE): https://myte.ch/davinciresolve

BUSINESS & SPONSORSHIPS ▶ business -at- ricebowlmedia.com

WANT TO SEND ME SOMETHING?
This is Tech Today
4261 E University Dr #30-200
Prosper TX, 75078
 
CHAPTERS
0:00 Intro
0:15 Hardware, Design, Comfort, and Interactions
2:03 Battery, Connectivity, and AI
3:06 Microphones
3:25 MICROPHONE TESTS
3:52 Sound Quality
5:11 Is the Nothing Ear (Open) for you?
5:44 Is the Nothing Ear (Open) for me?
6:15 Disclosures

DISCLOSURES
As an Amazon Associate, I earn from qualifying purchases. I utilize affiliate links and may receive a commission from them. At times, I may receive items for review from various brands. Despite that, I promise to always provide an honest and unbiased review because you deserve the best.

All sponsorships will be clearly stated because transparency, integrity, and trust are essential to me. It is also a part of FTC law. We would never accept payment from a company to make harmful content about another company. You're just upset you didn't hear what you wanted to hear.

Any discussion, comments, opinions, etc., regarding anything financial or business-related should not be construed as financial advice.

Please find out more about our ethics policy and what investments: *coming soon.*",https://i.ytimg.com/vi/ThmKbekcisg/hqdefault.jpg
@ThisIsTechToday,ciR9HfGTlf0,AUDIO ENGINEER REACTS: Apple AirPods 4 and Apple iPhone 16 Pro Max Sound Tests,2024-09-24T14:00:30Z,PT14M54S,5919,184,0,35,"The Apple iPhone 16 Pro Max has a new camera control button, iOS 18, and a desert titanium color. I looked at the latest iPhone 16 Pro Max, compared the desert titanium with natural titanium, and tested the speakers to see if there was a difference. I also tested the AirPods 4 to see how well the ANC performs with its outer ear design and new shape.

Check out accessories from TORRAS: https://myte.ch/3QDdm (ad)
In-scene Media brought to you by Audible

LINKS TO BUY
▶ Apple iPhone 16 Pro Max and Pro: https://howl.me/cm9ZBF3OD1i
▶ Apple AirPods 4 with ANC: https://howl.me/cm9ZCQOrFkU
*Most of these links are affiliate links

WATCH MORE
▶ Apple AirPods Pro 2 Review: https://youtu.be/hBeAVKB2hAc
▶ Apple HomePods 2 Review: https://youtu.be/DPZ11P6ojpE
▶ Samsung Galaxy Buds 3 Pro Review: https://youtu.be/-oS7RhrIFSA

CHANNEL MEMBERSHIP
Gain access to exclusive content like custom EQ for earbuds and headphones, BTS, extra content, and more ▶ https://www.youtube.com/thisistechtoday/join

FOLLOW
▶ Discord - https://myte.ch/discord
▶ Twitter - https://twitter.com/thisistechtoday
▶ Instagram - https://instagram.com/thisistechtoday
▶ TikTok - https://tiktok.com/@thisistechtoday
▶ Facebook - https://facebook.com/thisistechtoday
▶ Website - http://www.thisistechtoday.com

MY TECH
▶ The Mic I use in the STUDIO: https://myte.ch/studiomic
▶ The ON-CAMERA mic I use while on the go: https://myte.ch/oncammic
▶ Where I got my Wood Slat Walls:  https://myte.ch/slatwalls
▶ The Music I use - https://myte.ch/musicbed
▶ The #1 tool I use as a YouTuber - https://www.tubebuddy.com/thisistechtoday
▶ My Amazon Storefront - https://myte.ch/amazon
▶ This video is proudly edited using Blackmagic Davinci Resolve (FREE): https://myte.ch/davinciresolve

BUSINESS & SPONSORSHIPS ▶ business -at- ricebowlmedia.com

WANT TO SEND ME SOMETHING?
This is Tech Today
4261 E University Dr #30-200
Prosper TX, 75078
 
CHAPTERS
0:00 Intro
0:14 Apple iPhone 16 Pro Max Unboxing & Colors
0:59 Charging Speed changes
1:27 How much bigger is the Apple iPhone 16 Pro Max
1:44 Screen Size difference
2:16 The Tempered Glass Screen protector that I'm using now & case options from Torras
3:23 Does the iPhone 15 Pro Max feel big?
3:58 Bezel Comparison and Brightness
4:32 Apple Intelligence (AI)
4:39 Camera Control Button
5:30 Photographic Styles
6:12 Camera Control Position Concerns and wishes
6:58 4K 120 FPS
7:14 Apple Log
7:28 Audio Mix / Studio Quality Mics
8:04 Speaker Test Comparison
8:49 Apple AirPods 4 Unboxing
9:15 Hardware Comparisons
9:50 Find My Capability Differences
10:09 No more button?
10:21 A wild Ruby Appears!
10:28 AirPods 4 earbud Shape and comfort comparison with the AirPods 3
11:14 AirPods 4 ANC (Active Noise Cancellation) first impressions
11:52 AirPods 4 Sound Quality and Comparison with the AirPods Pro 2 and AirPods 3
13:46 Interaction differences
14:09 Final thoughts
14:39 Disclosures
14:44 RUBY SAY'S BYE! 😍

DISCLOSURES
As an Amazon Associate, I earn from qualifying purchases. I utilize affiliate links and may receive a commission from them. At times, I may receive items for review from various brands. Despite that, I promise to always provide an honest and unbiased review because you deserve the best.

All sponsorships will be clearly stated because transparency, integrity, and trust are essential to me. It is also a part of FTC law. We would never accept payment from a company to make harmful content about another company. You're just upset you didn't hear what you wanted to hear.

Any discussion, comments, opinions, etc., regarding anything financial or business-related should not be construed as financial advice.

Please find out more about our ethics policy and what investments: *coming soon.*",https://i.ytimg.com/vi/ciR9HfGTlf0/hqdefault.jpg
@ThisIsTechToday,awY7eX8rguw,AUDIO ENGINEER Compares the ONEPLUS BUDS PRO 3 vs. Buds Pro 2,2024-09-20T16:00:04Z,PT11M59S,23839,579,0,165,"The OnePlus Buds Pro 3 is the latest release from OnePlus in partnership with Dynaudio. They say it has even better ANC, Transparency, microphones, and sound than ever. In this video, I used my experience as an audio engineer to test and compare the OnePlus Buds Pro 3 and the OnePlus Buds Pro 2.

Thanks to OnePlus for sponsoring this showcase.

LINKS TO BUY
▶  Purchase the OnePlus Buds Pro 3: https://myte.ch/WsvJP
*Most of these links are affiliate links

WATCH MORE
▶ A link to a playlist of all of my audio reviews, comparisons, and showcases: https://www.youtube.com/playlist?list=PLCwuVhejHgtjQmUvHCCpsoxiKHwddyZKs
▶ OnePlus 12 Review: https://youtu.be/2VrsiNWvFgQ
▶ OnePlus Open Review: https://youtu.be/K8jF6shTkAg

CHANNEL MEMBERSHIP
Gain access to exclusive content like custom EQ for earbuds and headphones, BTS, extra content, and more ▶ https://www.youtube.com/thisistechtoday/join

FOLLOW
▶ Discord - https://myte.ch/discord
▶ Twitter - https://twitter.com/thisistechtoday
▶ Instagram - https://instagram.com/thisistechtoday
▶ TikTok - https://tiktok.com/@thisistechtoday
▶ Facebook - https://facebook.com/thisistechtoday
▶ Website - http://www.thisistechtoday.com

MY TECH
▶ The Mic I use in the STUDIO: https://myte.ch/studiomic
▶ The ON-CAMERA mic I use while on the go: https://myte.ch/oncammic
▶ Where I got my Wood Slat Walls:  https://myte.ch/slatwalls
▶ The Music I use - https://myte.ch/musicbed
▶ The #1 tool I use as a YouTuber - https://www.tubebuddy.com/thisistechtoday
▶ My Amazon Storefront - https://myte.ch/amazon
▶ This video is proudly edited using Blackmagic Davinci Resolve (FREE): https://myte.ch/davinciresolve

BUSINESS & SPONSORSHIPS ▶ business -at- ricebowlmedia.com

WANT TO SEND ME SOMETHING?
This is Tech Today
4261 E University Dr #30-200
Prosper TX, 75078
 
CHAPTERS
0:00 Intro
1:04 SONG SAMPLE:  Female Vocal (Soul)
1:43 Hardware & Design
2:35 SONG SAMPLE: Male Vocal (Funk)
3:06 Battery & Connectivity
3:43 SONG SAMPLE: Singer-Songwriter (Acoustic)
4:33 ANC & Transparency
5:26 TESTS: ANC & Transparency
7:46 SONG SAMPLE: Male Vocal (Rock)
8:26 Microphones
8:42 TESTS: Microphones
9:36 SONG SAMPLE: Cinematic (Hannah Parrott)
10:13 Sound and Sound Quality 
11:45 SOUND SAMPLE (custom EQ): Surf Rock
12:13 Final Thoughts

DISCLOSURES
As an Amazon Associate, I earn from qualifying purchases. I utilize affiliate links and may receive a commission from them. At times, I may receive items for review from various brands. Despite that, I promise to always provide an honest and unbiased review because you deserve the best.

All sponsorships will be clearly stated because transparency, integrity, and trust are essential to me. It is also a part of FTC law. We would never accept payment from a company to make harmful content about another company. You're just upset you didn't hear what you wanted to hear.

Any discussion, comments, opinions, etc., regarding anything financial or business-related should not be construed as financial advice.

Please find out more about our ethics policy and what investments: *coming soon.*",https://i.ytimg.com/vi/awY7eX8rguw/hqdefault.jpg
@CreatedbyEllaYT,ZoTCq6zunl0,iPhone 16 PRO MAX Review With Apple Intelligence | Finally Great?,2024-10-30T13:00:49Z,PT12M1S,106116,3117,0,282,"Apple Intelligence is finally here. Does it complete the iPhone 16 Pro Max? Hope you enjoyed this review and let me know your thoughts in the comments 💭

❀ my socials ❀
📸 Instagram - https://www.instagram.com/createdbyella
🎶 TikTok - https://www.tiktok.com/@createdbyellayt
🐦 Twitter - https://twitter.com/CreatedbyElla
🛒 My Tech Setup - https://www.amazon.com/shop/createdbyella
📧 For business inquiries, contact: createdbyellayt@gmail.com

❀ music used ❀
Music from Epidemic Sound. Get a 30-day free trial here: https://share.epidemicsound.com/myzcas 

❀ disclosure ❀
This video is not sponsored.",https://i.ytimg.com/vi/ZoTCq6zunl0/hqdefault.jpg
@CreatedbyEllaYT,e_utOqzf5j0,"Finally, an OLED TV with THIS!! | Samsung S95D TV",2024-09-28T12:00:46Z,PT6M55S,43150,1621,0,139,"Check out the Samsung S95D TV here: https://www.samsung.com/us/televisions-home-theater/tvs/oled-tvs/77-class-oled-s95d-qn77s95dafxza/
Have you ever seen an OLED TV with an OLED Glare Free Coating? Let's see what the Samsung S95D TV is actually like.

@Samsung @SamsungUS 

❀ disclosure ❀
This video is sponsored by Samsung.
#SamsungPartner #OLED #BestTV #SamsungAITV #BestAITV #Samsung",https://i.ytimg.com/vi/e_utOqzf5j0/hqdefault.jpg
@CreatedbyEllaYT,FLrbO71yQUA,AMD’s New Processor is NOT What You Think | Lenovo Yoga Pro 7,2024-09-07T13:00:12Z,PT5M17S,113201,1018,0,72,"Check out the Lenovo Yoga series here: https://www.lenovo.com/yoga

❀ my socials ❀
📸 Instagram - https://www.instagram.com/createdbyella
🎶 TikTok - https://www.tiktok.com/@createdbyellayt
🐦 Twitter - https://twitter.com/CreatedbyElla
🛒 My Tech Setup - https://www.amazon.com/shop/createdbyella
📧 For business inquiries, contact: createdbyellayt@gmail.com

❀ disclosure ❀
This video is sponsored by Lenovo and AMD.",https://i.ytimg.com/vi/FLrbO71yQUA/hqdefault.jpg
@CreatedbyEllaYT,CUOzCh_Pcrg,SAMSUNG vs APPLE | Everything* Compared,2024-08-11T14:00:14Z,PT15M24S,429805,13070,0,1037,"I compared the latest products from Samsung and Apple in major categories where they compete. Watch to see which one is better for each. Let me know your thoughts below ⬇️
 
❀ related videos ❀
Windows on ARM video: https://youtu.be/wZYpHXoSv98?si=lwVSAhFw-5u8L5NN
S24 Ultra vs iPhone 15 Pro Max battery test: https://youtu.be/wVvZVVEi9fE?si=sKTkeGJdvVU5D62j

❀ my socials ❀
📸 Instagram - https://www.instagram.com/createdbyella
🎶 TikTok - https://www.tiktok.com/@createdbyellayt
🐦 Twitter - https://twitter.com/CreatedbyElla
🛒 My Tech Setup - https://www.amazon.com/shop/createdbyella
📧 For business inquiries, contact: createdbyellayt@gmail.com

❀ timestamps ❀
0:00 - Laptops
2:13 - Earbuds
5:08 - Smartwatches 
7:34 - Tablets 
9:51 - Flagship phones
12:56 - Small phones
14:18 - Bonus round 
15:04 - Winner

❀ music used ❀
Music from Epidemic Sound. Get a 30-day free trial here: https://share.epidemicsound.com/myzcas 

❀ disclosure ❀
This video is not sponsored.",https://i.ytimg.com/vi/CUOzCh_Pcrg/hqdefault.jpg
@CreatedbyEllaYT,ulXeKHtePDI,Galaxy Z FLIP 6 Review | More Than Just CUTE Now,2024-07-29T13:00:58Z,PT15M7S,270447,14985,0,482,"This is my review of the Samsung Galaxy Z Flip 6. I've spent more than 2 weeks living with it and I gotta say, it's more than just cute now. Hope you enjoyed this video and let me know what you think below 💓

❀ products shown in vid (affiliate) ❀
Z Flip 6: https://howl.me/cmEYreheIJX

❀ my socials ❀
📸 Instagram - https://www.instagram.com/createdbyella
🎶 TikTok - https://www.tiktok.com/@createdbyellayt
🐦 Twitter - https://twitter.com/CreatedbyElla
🛒 My Tech Setup - https://www.amazon.com/shop/createdbyella
📧 For business inquiries, contact: createdbyellayt@gmail.com

❀ timestamps ❀
0:00 - Intro 
0:22 - Design
1:11 - Screen 
3:16 - Cameras 
8:32 - Cover Screen 
11:18 - Software 
13:07 - Performance 
14:15 - Battery Life 

❀ music used ❀
Music from Epidemic Sound. Get a 30-day free trial here: https://share.epidemicsound.com/myzcas 

❀ disclosure ❀
This video is not sponsored.",https://i.ytimg.com/vi/ulXeKHtePDI/hqdefault.jpg
@ChigzTech,2VK_awDJ_ss,"Powerful BuzzTV Powerstation 6 - Android TV, RK3588, 8GB + 128GB - Any Good?",2024-11-17T08:31:03Z,PT10M52S,4559,232,0,27,"Want to know if the BuzzTV Powerstation 6 is any good? Check out this video review of the powerful Android TV box and see if it's worth the investment!

Get Your BuzzTV Powerstation 6

✅  Official:  https://bit.ly/4fNgBkU
▶️  TV Box Chart: https://bit.ly/48GJZWv
--

BuzzTV Powerstation 6 Specs:
* Rockchip RK3588 Dual / Quad Core 
* GPU: Mali G610
* 8GB / 16GB DDR4 RAM 
* 128GB eMMC
* NVMe Expansion upto 2T
* WIFI 6 (2T/2R) / GIGABIT LAN 
* Android 13
* PVR + TimeShift features
* HDMI v2.1
* Supports 8K 60Hz
* HDR10+ / AV1
* BT + IR Remote 
--

Subscribe to the channel for lots more content: 
▶️ http://youtube.com/@ChigzTech

Other Useful Stuff
▶️ Ebay Deals:  https://ebay.to/3hnJPbr
▶️ Best Amazon Deals: https://amzn.to/3mj0tg0

Follow my Socials for news, updates and giveaways:
▶️ Twitter: http://twitter.com/ChigzTechReview
▶️ Facebook: http://facebook.com/ChigzTechReviews
▶️ Instagram: https://www.instagram.com/ChigzTechReview/
▶️ Official Website: http://ChigzTech.com


--
#BuzzTV #PowerStation6 #AndroidTVBox #Android13 #atv #streamingbox #pvr",https://i.ytimg.com/vi/2VK_awDJ_ss/hqdefault.jpg
@ChigzTech,4wHkhxit_sU,MIND BLOWING MacBook Pro M4 Speed Test Results! - Massive Upgrades!,2024-11-08T17:45:58Z,PT12M48S,31718,493,0,65,"Get a first look at the 2024 MacBook Pro M4 in this unboxing video. See the mind-blowing power and performance of this new model!

Get your MacBook Pro from: 
▶️  US:  https://amzn.to/3ULgA93
▶️  UK:  https://amzn.to/4emZepO

MacBook Pro (2024)
* 14.2” Liquid Retina XDR 120hz (adaptive)
* Resolution: 3024 x 1964 
* 1,000,000:1 Dynamic Contrast 
* Upto 1600nits Peak Brightness
* Dolby Vision, HDR10+, HLG
* CPU: Apple M4 10 Core 3.9Ghz
* 16GB RAM
* 512GB SSD Storage
* WIFI 6E, BT 5.3, 
* Three TB4 (Supports Charging)
* MagSage 3 Charging Port
* HDMI, SDXC, headphone jack 
* MacOS Ventura 
* 1080P Web Cam (12MP)
* Backlit Keyboard 
* 6 Speakers Built-in (Spatial Audio)
* 31.26cm x 22.12 x 1.5cm
* 1.55kg
--

Chapters:
00:00  Intro
00:19  Unboxing MacBook Pro 2024
03:20  Price / Design
05:02  Keyboard
05:21  Display 
06:01  Apple M4
07:21   Benchmarks 
09:40  Netflix / Youtube Test
10:13  iPhone Mirroring
10:52  Final Thoughts
--

#macbookproM4 #applemacbookpro #m4chip #AppleMac #apple #macbookprom4, #m4macbookpro, #macbookpro, #m4pro, #MacBook, #14inchmacbookpro, #m4promacbookpro, #macbookprom4pro, #m4macbookprofeatures",https://i.ytimg.com/vi/4wHkhxit_sU/hqdefault.jpg
@ChigzTech,iXa5Bk0pu0w,Xiaomi Redmi Watch 5 Lite vs Active: Which ONE Should You Buy?,2024-11-05T19:18:43Z,PT13M21S,22931,293,0,32,"In this video, we're putting the Xiaomi Redmi Watch 5 Lite to the test to see if it's a better option than the Active model. We'll dive into the key features, design, and performance of the Redmi Watch 5 Lite and compare it to the Active to help you decide which one is right for you. If you're in the market for a budget-friendly smartwatch, this video is a must-watch!

Xiaomi Redmi Watch 5 Active vs Redmi Watch 5 Lite Comparison

✅ Redmi Watch 5 Active
▶️ Official:  https://bit.ly/3AuE9fq

✅ Redmi Watch 5 Lite
▶️ Official:  https://bit.ly/3UC2MgU


Redmi watch 5 Active Specs:
* 2” LCD
* 320 x 385 / 250ppi
* BT 5.3, 5ATM
* Xiaomi HyperOS
* Android or iOS
* Supports BT Calls 
* HR, SPO2, Sleep
* Accelerometer
* NO GPS
* 150+ Sports Modes
* 470mAh Battery (18 Days)
* Quick Release Straps
* 49.1mm x 40.4mm /  11.4mm / 30.6g (without Straps)
* Mi Fitness APP (Android/iOS)
* Black 
* 49.1mm x 40.4mm x 11.4mm
* 43.9g

- Plastic watch case with metal spray coating 


Xiaomi Watch 5 Lite Specs:
* 1.96” AMOLED 
* 410 x 502 / 332ppi
* BT 5.3, 5ATM
* Xiaomi HyperOS
* Android or iOS
* Supports BT Calls 
* HR, SPO2, Sleep
* Accelerometer
* Gyroscope, GPS 
* 150+ Sports Modes
* 470mAh Battery (18 Days)
* Quick Release Straps
* 48.1mm x 39.2mm /  10.6mm / 29.2g (without Straps)
* Mi Fitness APP (Android/iOS)
* Black 
* 48.1mm x 39.2mm x 10.6mm
* 42.5g


Chapters:
00:00  Intro
00:24  Specs
00:56  Price
01:28   Design
02:36   BT Call Test
03:47   5ATM
04:26  Wrist Straps
05:05   Displays
06:12    Dimensions 
06:55   On Wrist
07:13    Health Sensors 
07:38   Battery 
08:17   Voice Assistants 
09:20   Health Sensor Test
11:00    iOS & Android
11:19    Watch Faces
12:00   Final Thoughts 
--

#Xiaomi #redmiwatch5active #Redmiwatch5Lite #smartband #smartwatch #smartwatchcomparison #fitnessband #fitnesswatch",https://i.ytimg.com/vi/iXa5Bk0pu0w/hqdefault.jpg
@ChigzTech,yro-CI984mE,Testing the NEW Google TV Streamer 4K - Worth the Money?,2024-11-04T09:17:10Z,PT9M30S,19716,421,0,75,"Take your streaming experience to the next level with the Google TV Streamer! In this video, we'll show you how to easily stream your favorite content in stunning 4K resolution. From setting up the device to exploring its features, we've got you covered. Whether you're a tech newbie or a seasoned streamer, this video will guide you through the process of getting started with Google TV Streamer and unlocking its full potential. So sit back, relax, and let's dive into the world of 4K streaming made easy!

Google TV Streamer 4K
✅  US:  https://amzn.to/48tLU1K 
✅  UK:  https://amzn.to/3NJCUMm 
--
▶️  TV Box Ranking Chart: https://bit.ly/48GJZWv


Specs:
Mediatek MT8696 Quad-core 1.8Ghz
4GB RAM + 32GB ROM
5Ghz Wifi AC / BT 5.1  / Gigabit LAN
Official Google TV 14
Google Assistant / Chromecast 
HDMI v2.1
Supports 4K HDR 60fps 
Supports Dolby Vision, HDR10+ / HLG
Supports Dolby Atmos, Dolby Digital Plus 
BT Voice Remote
5 Years Security Updates
--


Chapters:
00:00  Intro 
00:29  Unbox
01:01   Price
01:06  Specs
01:50  Design 
02:15  Boot-up Test
02:24  Google TV 14
04:29  4K Videos from USB
05:21   YouTube 4K 
05:58  Netflix/Prime Video
06:21   Gaming Test
06:45  Sys/Benchmark
07:10  Chart Ranking 
07:56  Pros & Cons
---

#GoogleTVStreamer4K, #TVStreamer4K #googletv #androidtv #tvbox #GoogleStreamingSetup #NewGoogleTV #dolbyatmos #dolbyvision  

--",https://i.ytimg.com/vi/yro-CI984mE/hqdefault.jpg
@ChigzTech,w9EbwjnpKaA,Powerful GEEKOM GT13 Pro Mini Gaming PC Review - CORE i9 (13900H) - Any Good?,2024-10-25T14:54:55Z,PT12M8S,4030,173,0,9,"GEEKOM GT13 Pro
✅ Official:   https://bit.ly/3NmDLma 
✅ US:  https://amzn.to/4hlVrMs
---
▶️  TV Box Chart:  https://bit.ly/41NAS3W

--

Specs:
* Intel Core i9-13900H 14-Core / 20 Threads
* Clock Speeds: 2.6Ghz / 5.4Ghz / 35W TDP 
* GPU: Intel Iris XE
* 32GB DDR5 RAM (64GB Max) 
* (Dual Ch 5600Mhz, 2* 16GB)
* 2TB M.2 SSD (NVME PCIE Gen 4) (2TB Max)
* Spare M.2 2242 SSD Slot
* WIFI 6E / BT 5.2 / 2.5 GIGABIT LAN 
* 3* USB-A 3.2, 1* USB-A 2.0
* 2* USB4 (Type-C), 2* HDMI 2.0
* SD Card Slot
* Windows 11 Pro
* Quad 4K Display Output 
* (2*HDMI 2.0, 2*USB-C 4.0)
* Built-in Cooling Fan 
--

Chapters:
00:00  Intro
00:17  Price
00:24  Specs
01:32  Unbox
01:55  Design
02:22  Ports
03:16  Tear-down
04:44  Boot-up Test
04:53  Windows 11 Pro
05:11  System Info
05:51  4K from USB
07:02  4K YouTube Test
07:40  4K Netflix Test
07:46   GTA 5 (Gaming)
08:10   A Plague Tale (Gaming)
08:46  Undisputed (Gaming)  
09:08   WWE 2K24 (Gaming)
09:52   Benchmarks 
10:07   Chart Ranking 
10:50   Final Thoughts
--

#geekom #GT13Pro #intelcorei9 #13900H",https://i.ytimg.com/vi/w9EbwjnpKaA/hqdefault.jpg
